ticket_id,created_at,first_response_at,resolved_at,channel,category,subcategory,status,priority,summary,root_cause_tag,next_action
"CX-202608-0045","2026-08-18 12:06:27","2026-08-18 13:13:27","2026-08-19 14:06:32","채팅","계정·접근","인증 오류","해결","일반","본인 인증 단계에서 다음 화면으로 넘어가지 않음 (웹 이용)","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0212","2026-08-18 12:35:41","2026-08-18 14:18:41","2026-08-20 20:20:05","채팅","서비스 이용","이용 방법","해결","일반","중단한 작업을 이어서 진행할 수 있는지 문의","사용 경로 확인 필요","이용 경로 안내 및 도움말 접근성 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0117","2026-08-18 13:00:36","2026-08-18 21:47:36","2026-08-18 23:55:52","채팅","가입·온보딩","초기 설정","해결","일반","처음 이용할 때 필요한 설정 순서를 문의 (재이용)","온보딩 안내 부족 가능성","초기 설정 도움말 제공 및 노출 위치 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0198","2026-08-18 13:35:54","2026-08-18 20:14:54","2026-08-19 10:00:13","앱 리뷰","서비스 이용","설정 변경","해결","일반","설정 변경 후 적용 여부를 어디서 확인하는지 문의 (웹 이용)","설정 안내 경로 확인 필요","설정 저장 조건과 변경 경로 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0387","2026-08-18 13:48:49","2026-08-18 15:43:49","2026-08-19 07:48:19","채팅","의견·요청","기능 개선 요청","해결","일반","반복 입력 항목을 줄일 수 있도록 개선 요청 (모바일 이용)","이용 동선 확인 필요","활용 맥락 기록 후 개선 검토 목록 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0218","2026-08-18 14:17:12","2026-08-18 23:15:12","2026-08-19 00:23:21","이메일","서비스 이용","기능 사용법","해결","일반","주요 기능을 처음 사용하는 순서를 문의 (웹 이용)","사용법 안내 부족 가능성","기능 도움말 제공 및 설명 보완 항목 기록 결과 기록 및 재문의 여부 확인"
"CX-202608-0389","2026-08-18 15:10:24","2026-08-18 15:39:24","2026-08-19 07:35:49","전화","의견·요청","기능 개선 요청","해결","일반","반복 입력 항목을 줄일 수 있도록 개선 요청 (첫 이용)","이용 동선 확인 필요","활용 맥락 기록 후 개선 검토 목록 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0412","2026-08-18 17:28:01","2026-08-18 18:18:01","2026-08-19 01:40:15","전화","기타","분류 필요","해결","일반","문의 내용의 담당 부서를 확인해 달라고 요청","추가 내용 확인 필요","문의 목적 확인 후 담당 및 세부유형 분류 결과 기록 및 재문의 여부 확인"
"CX-202608-0069","2026-08-18 17:54:10","2026-08-18 18:18:10","2026-08-19 04:29:39","채팅","계정·접근","로그인 실패","해결","긴급","비밀번호 입력 후에도 로그인 화면으로 돌아옴 (설정 화면 확인 중)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0359","2026-08-18 18:24:07","2026-08-18 23:04:07","2026-08-19 03:01:17","앱 리뷰","정책·혜택","이용 정책","해결","일반","정책 변경 안내가 언제 적용되는지 문의","정책 문구 명확성 확인 필요","관련 정책 항목과 적용 시점 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0385","2026-08-18 18:38:19","2026-08-19 00:20:19","2026-08-19 05:06:45","앱 리뷰","의견·요청","불편 의견","해결","일반","도움말 검색에서 원하는 설명을 찾기 어렵다는 의견","탐색 불편 가능성","불편 발생 경로를 분류해 운영 검토 요청 결과 기록 및 재문의 여부 확인"
"CX-202608-0266","2026-08-18 20:19:37","2026-08-18 20:26:37","2026-08-19 11:36:10","이메일","오류·장애","접속 장애","해결","긴급","연결이 끊겨 진행 중인 작업을 완료하지 못함 (웹 이용)","서비스 장애 영향 가능성","영향 범위 확인 후 장애 처리 담당 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0202","2026-08-18 20:51:46","2026-08-18 22:04:46","2026-08-19 03:15:07","이메일","서비스 이용","기능 사용법","해결","일반","도움말을 읽었지만 기능 실행 위치를 찾지 못함 (안내 확인 후)","사용법 안내 부족 가능성","기능 도움말 제공 및 설명 보완 항목 기록 결과 기록 및 재문의 여부 확인"
"CX-202608-0023","2026-08-18 21:02:16","2026-08-18 22:00:16","2026-08-20 02:02:44","채팅","계정·접근","로그인 실패","해결","높음","정상 계정으로 로그인했지만 접속이 유지되지 않음 (모바일 이용)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0002","2026-08-18 21:20:22","2026-08-18 21:32:22","2026-08-19 18:47:39","이메일","계정·접근","로그인 실패","해결","높음","정상 계정으로 로그인했지만 접속이 유지되지 않음 (재이용)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0319","2026-08-18 22:34:20","2026-08-18 23:20:20","2026-08-19 07:53:23","채팅","해지·변경","구독 해지","해결","일반","구독 해지 후 남은 기간에도 이용할 수 있는지 문의 (첫 이용)","해지 안내 부족 가능성","해지 상태와 잔여 이용 기간 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0130","2026-08-18 22:41:00","2026-08-18 23:11:00","2026-08-19 05:31:28","채팅","결제·환불","중복 결제","해결","긴급","같은 이용 건에 결제 안내가 두 번 도착함","중복 승인 여부 확인 필요","거래 식별값 대조 후 중복 여부 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0009","2026-08-18 22:53:28","2026-08-19 16:35:28","2026-08-20 01:52:48","앱 리뷰","계정·접근","로그인 실패","해결","일반","비밀번호 입력 후에도 로그인 화면으로 돌아옴 (모바일 이용)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0374","2026-08-19 08:40:04","2026-08-19 09:53:04","2026-08-20 10:52:29","전화","정책·혜택","혜택 적용","해결","일반","받은 혜택을 어디에서 사용하는지 문의 (모바일 이용)","혜택 상태 확인 필요","혜택 사용 이력과 적용 상태 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0132","2026-08-19 10:55:01","2026-08-20 05:48:01","2026-08-21 08:28:35","앱 리뷰","결제·환불","환불 기준","해결","일반","환불 가능한 금액이 어떻게 계산되는지 문의 (첫 이용)","환불 안내 부족 가능성","이용 이력과 환불 기준 확인 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0219","2026-08-19 12:01:18","2026-08-19 13:58:18","2026-08-19 20:08:55","이메일","서비스 이용","이용 방법","해결","높음","중단한 작업을 이어서 진행할 수 있는지 문의 (웹 이용)","사용 경로 확인 필요","이용 경로 안내 및 도움말 접근성 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0065","2026-08-19 12:23:10","2026-08-20 04:39:10","2026-08-20 10:11:34","채팅","계정·접근","계정 정보 변경","해결","일반","연락처 변경 후 다시 인증해야 하는지 문의 (웹 이용)","안내 부족 가능성","정보 변경 경로와 인증 조건 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0075","2026-08-19 12:31:10","2026-08-19 14:29:10","2026-08-19 21:26:56","이메일","가입·온보딩","인증 완료","해결","일반","인증 완료 안내 후 다음 진행 방법을 문의","완료 상태 노출 확인 필요","인증 완료 상태와 후속 단계 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0032","2026-08-19 12:32:44","2026-08-19 17:12:44","2026-08-19 22:47:23","앱 리뷰","계정·접근","인증 오류","해결","일반","인증번호가 늦게 도착해 입력 시간이 만료됨 (재이용)","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0188","2026-08-19 13:10:10","2026-08-20 05:49:10","2026-08-20 15:48:21","앱 리뷰","서비스 이용","콘텐츠/기능 접근","해결","일반","일부 콘텐츠의 접근 조건이 궁금하다고 문의 (웹 이용)","접근 조건 안내 확인 필요","이용 권한과 접근 조건 대조 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0004","2026-08-19 14:08:58","2026-08-19 14:27:58","2026-08-20 00:29:01","전화","계정·접근","로그인 실패","해결","일반","로그인 시도가 반복 실패해 이용을 시작하지 못함 (웹 이용)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0148","2026-08-19 14:31:02","2026-08-19 14:57:02","2026-08-20 20:51:07","채팅","결제·환불","환불 기준","해결","일반","환불 신청 기한과 제외 조건을 확인 요청 (첫 이용)","환불 안내 부족 가능성","이용 이력과 환불 기준 확인 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0013","2026-08-19 15:20:22","2026-08-19 17:16:22","2026-08-20 03:56:03","채팅","계정·접근","로그인 실패","해결","높음","비밀번호 입력 후에도 로그인 화면으로 돌아옴 (문의 재접수)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0200","2026-08-19 16:29:16","2026-08-19 16:58:16","2026-08-20 14:03:01","채팅","서비스 이용","설정 변경","해결","높음","변경한 설정이 다음 이용에도 유지되는지 문의","설정 안내 경로 확인 필요","설정 저장 조건과 변경 경로 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0022","2026-08-19 16:59:05","2026-08-19 17:22:05","2026-08-20 12:03:58","전화","계정·접근","로그인 실패","해결","일반","로그인 시도가 반복 실패해 이용을 시작하지 못함 (첫 이용)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0289","2026-08-19 17:36:25","2026-08-19 18:00:25","2026-08-21 05:08:54","이메일","오류·장애","접속 장애","해결","긴급","서비스 화면이 열리지 않아 이용을 중단함 (첫 이용)","서비스 장애 영향 가능성","영향 범위 확인 후 장애 처리 담당 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0124","2026-08-19 18:43:36","2026-08-19 20:33:36","2026-08-23 04:53:06","이메일","결제·환불","환불 진행상태","해결","높음","환불 접수 안내를 받았지만 다음 일정이 보이지 않음 (웹 이용)","진행상태 노출 확인 필요","환불 진행상태 확인 후 예상 일정 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0313","2026-08-19 20:07:05","2026-08-19 21:19:05","2026-08-21 02:47:34","전화","오류·장애","접속 장애","해결","일반","연결이 끊겨 진행 중인 작업을 완료하지 못함 (이용 중 확인)","서비스 장애 영향 가능성","영향 범위 확인 후 장애 처리 담당 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0012","2026-08-19 21:20:34","2026-08-19 22:19:34","2026-08-21 09:36:28","채팅","계정·접근","로그인 실패","해결","일반","로그인 시도가 반복 실패해 이용을 시작하지 못함","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0046","2026-08-19 22:35:18","2026-08-20 01:39:18","2026-08-20 14:16:25","앱 리뷰","계정·접근","로그인 실패","해결","일반","비밀번호 입력 후에도 로그인 화면으로 돌아옴 (도움말 확인 후)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0256","2026-08-20 08:14:31","2026-08-20 08:40:31","2026-08-20 17:03:50","채팅","서비스 이용","설정 변경","해결","일반","기본 설정으로 되돌리는 방법을 문의","설정 안내 경로 확인 필요","설정 저장 조건과 변경 경로 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0204","2026-08-20 08:33:30","2026-08-20 10:04:30","2026-08-21 09:02:16","이메일","서비스 이용","콘텐츠/기능 접근","해결","일반","일부 콘텐츠의 접근 조건이 궁금하다고 문의","접근 조건 안내 확인 필요","이용 권한과 접근 조건 대조 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0121","2026-08-20 10:53:30","2026-08-20 11:12:30","2026-08-20 17:26:58","채팅","결제·환불","환불 진행상태","해결","높음","환불 완료 안내와 실제 반영 시점의 차이를 문의 (웹 이용)","진행상태 노출 확인 필요","환불 진행상태 확인 후 예상 일정 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0244","2026-08-20 11:54:14","2026-08-20 12:04:14","2026-08-20 19:37:13","채팅","서비스 이용","기능 사용법","해결","일반","주요 기능을 처음 사용하는 순서를 문의 (첫 이용)","사용법 안내 부족 가능성","기능 도움말 제공 및 설명 보완 항목 기록 결과 기록 및 재문의 여부 확인"
"CX-202608-0364","2026-08-20 12:42:46","2026-08-20 19:35:46","2026-08-21 18:13:56","앱 리뷰","정책·혜택","할인 조건","해결","일반","할인 적용 조건과 제외 대상을 문의 (웹 이용)","할인 조건 확인 필요","할인 적용 기준과 중복 조건 대조 결과 기록 및 재문의 여부 확인"
"CX-202608-0282","2026-08-20 14:03:00","2026-08-20 14:57:00","2026-08-21 13:33:57","채팅","오류·장애","화면 오류","해결","높음","목록 화면이 빈 상태로 표시되어 확인 요청 (모바일 이용)","화면 표시 오류 확인 필요","화면 환경과 데이터 갱신 상태 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0351","2026-08-20 14:28:19","2026-08-20 15:01:19","2026-08-23 01:29:33","채팅","정책·혜택","프로모션","해결","일반","이전 참여 이력이 있어도 행사에 참여할 수 있는지 문의 (모바일 이용)","참여 조건 안내 확인 필요","프로모션 기간과 대상 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0309","2026-08-20 15:02:13","2026-08-20 16:42:13","2026-08-20 23:25:04","채팅","오류·장애","앱 오류","해결","일반","앱 실행 직후 종료되어 이용하지 못함 (웹 이용)","앱 환경 확인 필요","앱 버전과 발생 환경 확인 후 재현 요청 결과 기록 및 재문의 여부 확인"
"CX-202608-0021","2026-08-20 15:24:11","2026-08-20 22:57:11","2026-08-21 19:53:09","전화","계정·접근","로그인 실패","해결","일반","로그인 시도가 반복 실패해 이용을 시작하지 못함 (설정 화면 확인 중)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0007","2026-08-20 15:44:43","2026-08-20 17:29:43","2026-08-21 03:19:51","채팅","계정·접근","로그인 실패","해결","높음","정상 계정으로 로그인했지만 접속이 유지되지 않음 (문의 재접수)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0307","2026-08-20 16:01:04","2026-08-21 15:27:04","2026-08-23 00:27:44","앱 리뷰","오류·장애","기능 작동 오류","해결","높음","반복 실행해도 요청한 작업이 완료되지 않음 (웹 이용)","추가 로그 확인 필요","발생 시각과 재현 절차 확인 후 담당 이관 결과 기록 및 재문의 여부 확인"
"CX-202608-0096","2026-08-20 18:01:37","2026-08-20 19:05:37","2026-08-20 22:18:30","이메일","가입·온보딩","초기 설정","해결","일반","가입 완료 후 초기 설정 메뉴 위치를 찾지 못함 (모바일 이용)","온보딩 안내 부족 가능성","초기 설정 도움말 제공 및 노출 위치 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0277","2026-08-20 18:12:23","2026-08-20 18:48:23","2026-08-21 11:56:23","전화","오류·장애","기능 작동 오류","해결","높음","저장 버튼을 눌렀지만 변경 내용이 반영되지 않음 (첫 이용)","추가 로그 확인 필요","발생 시각과 재현 절차 확인 후 담당 이관 결과 기록 및 재문의 여부 확인"
"CX-202608-0339","2026-08-20 18:33:41","2026-08-21 04:38:41","2026-08-21 18:27:40","이메일","해지·변경","플랜 변경","해결","일반","플랜 변경에 따른 차액 처리 기준을 문의 (웹 이용)","변경 조건 확인 필요","플랜 적용 시점과 차액 기준 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0100","2026-08-20 19:39:51","2026-08-21 00:42:51","2026-08-21 10:46:20","앱 리뷰","가입·온보딩","인증 완료","해결","일반","가입 인증 확인 메일을 다시 받을 수 있는지 문의","완료 상태 노출 확인 필요","인증 완료 상태와 후속 단계 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0201","2026-08-20 20:18:30","2026-08-20 21:42:30","2026-08-21 08:52:41","이메일","서비스 이용","이용 방법","해결","일반","중단한 작업을 이어서 진행할 수 있는지 문의 (재이용)","사용 경로 확인 필요","이용 경로 안내 및 도움말 접근성 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0062","2026-08-20 20:30:24","2026-08-20 21:48:24","2026-08-21 05:38:36","전화","계정·접근","인증 오류","해결","일반","인증번호를 입력했지만 인증이 완료되지 않음 (웹 이용)","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0034","2026-08-20 20:55:52","2026-08-20 22:36:52","2026-08-22 02:41:44","이메일","계정·접근","인증 오류","해결","일반","인증번호를 입력했지만 인증이 완료되지 않음","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0363","2026-08-21 08:11:17","2026-08-21 09:21:17","2026-08-22 05:37:12","이메일","정책·혜택","할인 조건","해결","일반","할인 적용 조건과 제외 대상을 문의","할인 조건 확인 필요","할인 적용 기준과 중복 조건 대조 결과 기록 및 재문의 여부 확인"
"CX-202608-0341","2026-08-21 09:15:36","2026-08-21 10:57:36","2026-08-21 14:01:08","채팅","해지·변경","자동결제 해제","해결","일반","자동결제 해제 후 별도 해지 절차가 필요한지 문의 (모바일 이용)","결제 설정 안내 확인 필요","자동결제 설정 상태와 다음 예정일 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0259","2026-08-21 09:18:41","2026-08-21 09:42:41","2026-08-21 14:31:08","이메일","서비스 이용","콘텐츠/기능 접근","해결","일반","현재 이용 상태에서 사용할 수 있는 메뉴를 문의 (모바일 이용)","접근 조건 안내 확인 필요","이용 권한과 접근 조건 대조 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0330","2026-08-21 10:25:08","2026-08-21 12:04:08","2026-08-22 09:17:54","전화","해지·변경","구독 해지","해결","일반","해지 신청이 정상 접수되었는지 확인 요청 (첫 이용)","해지 안내 부족 가능성","해지 상태와 잔여 이용 기간 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0043","2026-08-21 11:02:30","2026-08-21 12:13:30","2026-08-22 08:40:44","이메일","계정·접근","계정 정보 변경","해결","높음","계정에 표시되는 기본 정보 변경 방법을 문의 (모바일 이용)","안내 부족 가능성","정보 변경 경로와 인증 조건 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0335","2026-08-21 11:45:17","2026-08-21 13:13:17","2026-08-22 05:23:59","채팅","해지·변경","서비스 종료 절차","해결","높음","서비스 종료 시 남은 이용 내역을 확인하고 싶음","종료 절차 안내 확인 필요","종료 절차와 사전 확인 항목 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0368","2026-08-21 11:51:42","2026-08-21 12:21:42","2026-08-21 14:39:48","이메일","정책·혜택","할인 조건","해결","일반","여러 할인 중 함께 적용할 수 있는 항목을 문의","할인 조건 확인 필요","할인 적용 기준과 중복 조건 대조 결과 기록 및 재문의 여부 확인"
"CX-202608-0275","2026-08-21 12:15:20","2026-08-21 12:48:20","2026-08-22 22:05:44","채팅","오류·장애","접속 장애","해결","긴급","서비스 화면이 열리지 않아 이용을 중단함 (웹 이용)","서비스 장애 영향 가능성","영향 범위 확인 후 장애 처리 담당 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0284","2026-08-21 14:48:06","2026-08-21 15:18:06","2026-08-22 07:43:16","채팅","오류·장애","앱 오류","해결","높음","앱을 다시 실행해도 같은 오류 안내가 나타남 (웹 이용)","앱 환경 확인 필요","앱 버전과 발생 환경 확인 후 재현 요청 결과 기록 및 재문의 여부 확인"
"CX-202608-0390","2026-08-21 17:26:17","2026-08-21 17:43:17","2026-08-23 13:03:28","채팅","의견·요청","불편 의견","해결","일반","안내 문구가 길어 핵심 내용을 찾기 어렵다는 의견","탐색 불편 가능성","불편 발생 경로를 분류해 운영 검토 요청 결과 기록 및 재문의 여부 확인"
"CX-202608-0072","2026-08-21 20:14:52","2026-08-21 21:50:52","2026-08-22 18:40:03","채팅","계정·접근","인증 오류","해결","일반","인증번호가 늦게 도착해 입력 시간이 만료됨 (안내 확인 후)","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0122","2026-08-21 22:37:39","2026-08-21 23:27:39","2026-08-22 09:49:55","전화","결제·환불","환불 기준","해결","일반","환불 신청 기한과 제외 조건을 확인 요청 (이용 중 확인)","환불 안내 부족 가능성","이용 이력과 환불 기준 확인 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0151","2026-08-22 09:46:06","2026-08-23 03:30:06","2026-08-23 18:42:40","전화","결제·환불","환불 기준","해결","일반","환불 가능한 금액이 어떻게 계산되는지 문의 (재이용)","환불 안내 부족 가능성","이용 이력과 환불 기준 확인 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0379","2026-08-22 12:32:11","2026-08-22 13:09:11","2026-08-23 05:54:11","채팅","정책·혜택","혜택 적용","해결","일반","혜택 사용 기한과 잔여 여부를 확인 요청 (모바일 이용)","혜택 상태 확인 필요","혜택 사용 이력과 적용 상태 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0105","2026-08-22 13:12:00","2026-08-22 14:53:00","2026-08-23 12:39:25","채팅","가입·온보딩","인증 완료","해결","높음","가입 인증 확인 메일을 다시 받을 수 있는지 문의 (모바일 이용)","완료 상태 노출 확인 필요","인증 완료 상태와 후속 단계 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0398","2026-08-22 13:30:41","2026-08-22 21:23:41","2026-08-23 00:30:19","앱 리뷰","의견·요청","기능 개선 요청","해결","일반","이용 이력을 더 쉽게 찾을 수 있도록 제안 (모바일 이용)","이용 동선 확인 필요","활용 맥락 기록 후 개선 검토 목록 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0239","2026-08-22 14:24:24","2026-08-22 15:43:24","2026-08-23 16:38:31","이메일","서비스 이용","설정 변경","해결","일반","변경한 설정이 다음 이용에도 유지되는지 문의 (재이용)","설정 안내 경로 확인 필요","설정 저장 조건과 변경 경로 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0257","2026-08-22 14:57:19","2026-08-22 15:11:19","2026-08-23 10:59:44","이메일","서비스 이용","이용 방법","해결","일반","자주 사용하는 메뉴에 빠르게 접근하는 방법을 문의 (웹 이용)","사용 경로 확인 필요","이용 경로 안내 및 도움말 접근성 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0283","2026-08-22 15:00:36","2026-08-22 16:07:36","2026-08-23 07:59:23","채팅","오류·장애","기능 작동 오류","해결","높음","기능 실행 중 오류 안내가 나타나 작업을 멈춤 (웹 이용)","추가 로그 확인 필요","발생 시각과 재현 절차 확인 후 담당 이관 결과 기록 및 재문의 여부 확인"
"CX-202608-0250","2026-08-22 15:53:45","2026-08-22 17:47:45","2026-08-22 23:43:26","전화","서비스 이용","이용 방법","해결","일반","이용 이력을 다시 확인하는 방법을 문의 (웹 이용)","사용 경로 확인 필요","이용 경로 안내 및 도움말 접근성 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0031","2026-08-22 18:16:55","2026-08-22 19:41:55","2026-08-23 23:57:47","채팅","계정·접근","비밀번호 재설정","해결","일반","비밀번호를 변경한 뒤 로그인 방법을 다시 확인 요청 (재이용)","사용 경로 확인 필요","재설정 링크와 안내 절차 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0154","2026-08-22 21:16:01","2026-08-22 22:12:01","2026-08-23 10:31:25","채팅","결제·환불","환불 진행상태","해결","일반","환불 완료 안내와 실제 반영 시점의 차이를 문의 (첫 이용)","진행상태 노출 확인 필요","환불 진행상태 확인 후 예상 일정 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0370","2026-08-23 08:54:40","2026-08-23 09:28:40","","채팅","정책·혜택","할인 조건","처리중","일반","예상한 할인 금액과 실제 표시 금액이 다름 (웹 이용)","할인 조건 확인 필요","할인 적용 기준과 중복 조건 대조"
"CX-202608-0059","2026-08-23 09:52:53","2026-08-23 10:08:53","2026-08-23 16:34:35","채팅","계정·접근","로그인 실패","해결","일반","비밀번호 입력 후에도 로그인 화면으로 돌아옴","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0106","2026-08-23 10:25:38","2026-08-23 11:19:38","2026-08-24 12:06:45","전화","가입·온보딩","초기 설정","해결","일반","처음 이용할 때 필요한 설정 순서를 문의 (이용 중 확인)","온보딩 안내 부족 가능성","초기 설정 도움말 제공 및 노출 위치 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0214","2026-08-23 10:44:29","2026-08-23 11:53:29","2026-08-23 14:29:03","이메일","서비스 이용","기능 사용법","해결","일반","이용 중인 기능의 기본 동작 방식을 확인 요청 (재이용)","사용법 안내 부족 가능성","기능 도움말 제공 및 설명 보완 항목 기록 결과 기록 및 재문의 여부 확인"
"CX-202608-0044","2026-08-23 15:24:18","2026-08-23 17:00:18","","이메일","계정·접근","인증 오류","처리중","일반","인증번호가 늦게 도착해 입력 시간이 만료됨 (이용 중 확인)","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인"
"CX-202608-0179","2026-08-23 15:30:24","2026-08-23 17:21:24","2026-08-24 20:00:08","채팅","결제·환불","결제 실패","해결","높음","승인 실패 안내 후 다시 결제해도 되는지 문의 (웹 이용)","결제 상태 확인 필요","승인 내역과 이용 권한 반영 상태 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0092","2026-08-23 15:48:27","2026-08-23 16:41:27","2026-08-23 19:45:01","이메일","가입·온보딩","사용 시작 방법","해결","일반","첫 이용에 필요한 준비 사항을 확인 요청 (웹 이용)","사용 시작 경로 확인 필요","첫 이용 가이드와 시작 경로 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0134","2026-08-23 16:12:22","2026-08-23 17:44:22","2026-08-26 16:58:26","이메일","결제·환불","환불 기준","해결","일반","사용을 시작한 뒤에도 환불할 수 있는지 문의 (첫 이용)","환불 안내 부족 가능성","이용 이력과 환불 기준 확인 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0254","2026-08-23 18:36:58","2026-08-23 19:50:58","2026-08-24 03:17:07","채팅","서비스 이용","기능 사용법","해결","일반","도움말을 읽었지만 기능 실행 위치를 찾지 못함 (도움말 확인 후)","사용법 안내 부족 가능성","기능 도움말 제공 및 설명 보완 항목 기록 결과 기록 및 재문의 여부 확인"
"CX-202608-0172","2026-08-23 19:05:29","2026-08-23 20:04:29","2026-08-24 01:19:31","이메일","결제·환불","결제 실패","해결","높음","결제 완료 화면이 나타나지 않아 이용을 진행하지 못함 (첫 이용)","결제 상태 확인 필요","승인 내역과 이용 권한 반영 상태 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0361","2026-08-23 21:30:39","2026-08-23 22:01:39","2026-08-24 09:17:09","이메일","정책·혜택","할인 조건","해결","일반","예상한 할인 금액과 실제 표시 금액이 다름 (모바일 이용)","할인 조건 확인 필요","할인 적용 기준과 중복 조건 대조 결과 기록 및 재문의 여부 확인"
"CX-202608-0253","2026-08-24 08:13:47","2026-08-24 21:43:47","2026-08-25 21:12:13","채팅","서비스 이용","이용 방법","해결","일반","중단한 작업을 이어서 진행할 수 있는지 문의 (첫 이용)","사용 경로 확인 필요","이용 경로 안내 및 도움말 접근성 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0143","2026-08-24 09:25:03","2026-08-25 06:14:03","2026-08-26 03:19:21","앱 리뷰","결제·환불","환불 기준","해결","일반","환불 신청 기한과 제외 조건을 확인 요청 (재이용)","환불 안내 부족 가능성","이용 이력과 환불 기준 확인 후 안내 결과 기록 및 재문의 여부 확인"
